ID	Query	LDaQ	realCost
8367	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Silverlight> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Silverlight> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Silverlight> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	1.0
8368	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX : <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT DISTINCT ?label WHERE { :GoonRock dcterms:subject ?subject . ?subject rdfs:label ?label . FILTER (LANG(?label) = 'en') } LIMIT 100	PREFIX : <http://dbpedia.org/resource/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?label WHERE { SERVICE SILENT :GoonRock { :GoonRock dcterms:subject ?subject .} SERVICE SILENT ?subject { ?subject rdfs:label ?label . FILTER ( lang(?label) = "en" ) } } LIMIT 100 	8.0
8385	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/ontology/> SELECT ?Musico ?NombreMusico ?Descripcion ?Inicio ?Genero WHERE{ ?Musico dcterms:subject <http://dbpedia.org/resource/Category:Spanish_musicians>; rdfs:label ?NombreMusico . ?Musico dbpedia-owl:abstract ?Descripcion. ?Musico dbpedia-owl:activeYearsStartYear ?Inicio. ?Genero dbpedia-owl:genre dbpedia:Flameco. FILTER (?Inicio>xsd:dateTime("1989-12-31T00:00:00Z")) FILTER (LANG(?NombreMusico) = "es") FILTER (LANG (?Descripcion) = "es") } ORDER BY?Inicio	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?Musico ?NombreMusico ?Descripcion ?Inicio ?Genero WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Spanish_musicians> { ?Musico dcterms:subject <http://dbpedia.org/resource/Category:Spanish_musicians> .} SERVICE SILENT ?Musico { ?Musico rdfs:label ?NombreMusico . FILTER ( lang(?NombreMusico) = "es" ) ?Musico dbpedia-owl:abstract ?Descripcion . FILTER ( lang(?Descripcion) = "es" ) ?Musico dbpedia-owl:activeYearsStartYear ?Inicio . FILTER ( ?Inicio > xsd:dateTime("1989-12-31T00:00:00Z") ) } SERVICE SILENT dbpedia:Flameco { ?Genero dbpedia-owl:genre dbpedia:Flameco .} } ORDER BY ?Inicio 	36.0
8386	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX owl: <http://www.w3.org/2002/07/owl#> SELECT * WHERE { ?alumnus dbpprop:almaMater <http://dbpedia.org/resource/Williams_College>. ?alumnus owl:sameAs ?nytId. ?alumnus dbpprop:name ?name. OPTIONAL {?alumnus dbpedia-owl:birthDate ?birthDate}. OPTIONAL {?alumnus dbpedia-owl:deathDate ?deathDate}. OPTIONAL {?alumnus owl:sameAs ?freebaseUri}. FILTER regex(?freebaseUri,'http://rdf\\.freebase\\.com/.*') . }	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpprop: <http://dbpedia.org/property/> SELECT * WHERE { SERVICE SILENT <http://dbpedia.org/resource/Williams_College> { ?alumnus dbpprop:almaMater <http://dbpedia.org/resource/Williams_College> .} SERVICE SILENT ?alumnus { ?alumnus owl:sameAs ?nytId ; dbpprop:name ?name ; dbpedia-owl:birthDate ?birthDate ; dbpedia-owl:deathDate ?deathDate ; owl:sameAs ?freebaseUri . FILTER regex(?freebaseUri, "http://rdf\\.freebase\\.com/.*") } } 	239.0
8397	PREFIX testowy: <http://dbpedia.org/ontology/> SELECT distinct ?urodz ?kto WHERE { ?kto testowy:spouse <http://dbpedia.org/resource/Barack_Obama> . ?kto testowy:birthdate ?urodz . }	PREFIX testowy: <http://dbpedia.org/ontology/> SELECT DISTINCT ?urodz ?kto WHERE { SERVICE SILENT <http://dbpedia.org/resource/Barack_Obama> { ?kto testowy:spouse <http://dbpedia.org/resource/Barack_Obama> .} SERVICE SILENT ?kto { ?kto testowy:birthdate ?urodz .} } 	1.0
8416	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX : <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> SELECT DISTINCT ?label WHERE { :Per_Oddvar_Johansen dbpedia-owl:birthPlace ?birthPlaceObj . ?birthPlaceObj rdfs:label ?label . FILTER (LANG(?label) = 'en') } LIMIT 5	PREFIX : <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> SELECT DISTINCT ?label WHERE { SERVICE SILENT :Per_Oddvar_Johansen { :Per_Oddvar_Johansen dbpedia-owl:birthPlace ?birthPlaceObj . } SERVICE SILENT ?birthPlaceObj { ?birthPlaceObj rdfs:label ?label . FILTER ( lang(?label) = "en" ) } } LIMIT 5 	2.0
8419	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX : <http://dbpedia.org/resource/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbc: <http://dbpedia.org/resource/Category:> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?name ?birthPlace ?citizenship WHERE { ?nobel dcterms:subject dbc:Nobel_laureates_in_Physics . ?nobel dbo:citizenship ?citizenship . ?nobel dbo:birthPlace ?birthPlace . ?nobel dbp:name ?name . FILTER (?citizenship = <http://dbpedia.org/resource/Canada> ) }	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX : <http://dbpedia.org/resource/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX dbc: <http://dbpedia.org/resource/Category:> SELECT DISTINCT ?name ?birthPlace ?citizenship WHERE { SERVICE SILENT dbc:Nobel_laureates_in_Physics { ?nobel dcterms:subject dbc:Nobel_laureates_in_Physics .} SERVICE SILENT ?nobel { ?nobel dbo:citizenship ?citizenship . FILTER ( ?citizenship = :Canada ) ?nobel dbo:birthPlace ?birthPlace ; dbp:name ?name . } } 	216.0
8426	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Lepidodendron> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Lepidodendron> { <http://dbpedia.org/resource/Lepidodendron> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type . } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER langMatches(lang(?label), "en") } } 	15.0
8436	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Lepidozamia> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Lepidozamia> { <http://dbpedia.org/resource/Lepidozamia> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type . } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER langMatches(lang(?label), "en") } } 	14.0
8439	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?category ?label WHERE { <http://dbpedia.org/resource/Piazza_Pretoria> dcterms:subject ?category . ?category rdfs:label ?label } LIMIT 1000	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?category ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Piazza_Pretoria> { <http://dbpedia.org/resource/Piazza_Pretoria> dcterms:subject ?category . } SERVICE SILENT ?category { ?category rdfs:label ?label .} } LIMIT 1000 	2.0
8447	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX db: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX db: <http://dbpedia.org/resource/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> SELECT ?deathPlace_name ?lat ?lon WHERE {<http://dbpedia.org/resource/Wenceslaus_IV_of_Bohemia> db-owl:deathPlace ?deathPlace . ?deathPlace rdfs:label ?deathPlace_name . ?deathPlace geo:lat ?lat . ?deathPlace geo:long ?lon . FILTER(langMatches(lang(?deathPlace_name), "EN"))}	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbpedia: <http://dbpedia.org/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX db: <http://dbpedia.org/resource/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?deathPlace_name ?lat ?lon WHERE { SERVICE SILENT db:Wenceslaus_IV_of_Bohemia { db:Wenceslaus_IV_of_Bohemia db-owl:deathPlace ?deathPlace . } SERVICE SILENT ?deathPlace { ?deathPlace rdfs:label ?deathPlace_name . FILTER langMatches(lang(?deathPlace_name), "EN") ?deathPlace geo:lat ?lat ; geo:long ?lon . } } 	1.0
8457	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX db: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX db: <http://dbpedia.org/resource/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> SELECT ?deathPlace_name ?lat ?lon WHERE {<http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:deathPlace ?deathPlace . ?deathPlace rdfs:label ?deathPlace_name . ?deathPlace geo:lat ?lat . ?deathPlace geo:long ?lon . FILTER(langMatches(lang(?deathPlace_name), "RU"))}	PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX dbpedia: <http://dbpedia.org/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX db: <http://dbpedia.org/resource/> PREFIX dc: <http://purl.org/dc/elements/1.1/> SELECT ?deathPlace_name ?lat ?lon WHERE { SERVICE SILENT <http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> { <http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:deathPlace ?deathPlace . } SERVICE SILENT ?deathPlace { ?deathPlace rdfs:label ?deathPlace_name . FILTER langMatches(lang(?deathPlace_name), "RU") ?deathPlace geo:lat ?lat ; geo:long ?lon . } } 	1.0
8458	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Cell_body> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { SERVICE SILENT dbpedia:Cell_body { dbpedia:Cell_body dbpedia-owl:wikiPageRedirects ?page . } SERVICE SILENT ?page { ?page rdfs:comment ?comment . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page dbpedia-owl:abstract ?abstract . FILTER ( ( lang(?abstract) = "en" ) && ( lang(?comment) = "en" ) ) ?page foaf:isPrimaryTopicOf ?wikipedia ; foaf:depiction ?image . } } 	2.0
8467	SELECT ?subject ?relation ?relationLabel ?object ?objectLabel WHERE { <http://dbpedia.org/resource/France> ?relation ?object.?relation <http://www.w3.org/2000/01/rdf-schema#label> ?relationLabel . ?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel . FILTER (langMatches(lang(?relationLabel), 'EN')) . FILTER (langMatches(lang(?objectLabel), 'EN')) . }	SELECT ?subject ?relation ?relationLabel ?object ?objectLabel WHERE { SERVICE SILENT <http://dbpedia.org/resource/France> { <http://dbpedia.org/resource/France> ?relation ?object . } SERVICE SILENT ?relation { ?relation <http://www.w3.org/2000/01/rdf-schema#label> ?relationLabel . FILTER langMatches(lang(?relationLabel), "EN") } SERVICE SILENT ?object { ?object <http://www.w3.org/2000/01/rdf-schema#label> ?objectLabel . FILTER langMatches(lang(?objectLabel), "EN") } } 	148.0
8479	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX : <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT DISTINCT ?label WHERE { :Mael_Mórdha dcterms:subject ?subject . ?subject rdfs:label ?label . FILTER (LANG(?label) = 'en') } LIMIT 100	PREFIX : <http://dbpedia.org/resource/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?label WHERE { SERVICE SILENT :Mael_Mórdha { :Mael_Mórdha dcterms:subject ?subject .} SERVICE SILENT ?subject { ?subject rdfs:label ?label . FILTER ( lang(?label) = "en" ) } } LIMIT 100 	6.0
8489	PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT * WHERE { ?artist <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Danzón>; rdfs:label ?label. FILTER(lang(?label) = 'en') }	PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT * WHERE { SERVICE SILENT <http://dbpedia.org/resource/Danzón> { ?artist <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Danzón> .} SERVICE SILENT ?artist { ?artist rdfs:label ?label . FILTER ( lang(?label) = "en" ) } } 	20.0
8515	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?validChild ?label_child ?comment_child WHERE { ?validChild dcterms:subject <http://dbpedia.org/resource/Category:German_nuclear_physicists> . ?validChild rdfs:label ?label_child. FILTER (lang(?label_child) = 'en' ) OPTIONAL { ?validChild rdfs:comment ?comment_child FILTER (lang(?comment_child) = 'en' )}} LIMIT 1000 OFFSET 0	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?validChild ?label_child ?comment_child WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:German_nuclear_physicists> { ?validChild dcterms:subject <http://dbpedia.org/resource/Category:German_nuclear_physicists> .} SERVICE SILENT ?validChild { ?validChild rdfs:label ?label_child . FILTER ( lang(?label_child) = "en" ) ?validChild rdfs:comment ?comment_child . FILTER ( lang(?comment_child) = "en" ) } } OFFSET 0 LIMIT 1000 	30.0
8548	SELECT distinct ?p ?label WHERE { <http://dbpedia.org/resource/Pulp_Fiction> ?p ?o . ?o ?v ?label . FILTER(LANG(?label) = "en") } ORDER BY ?p	SELECT DISTINCT ?p ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Pulp_Fiction> { <http://dbpedia.org/resource/Pulp_Fiction> ?p ?o . } SERVICE SILENT ?o { ?o ?v ?label . FILTER ( lang(?label) = "en" ) } } ORDER BY ?p 	591.0
8556	SELECT ?type ?label WHERE { <http://dbpedia.org/resource/Panjgur> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type OPTIONAL { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label FILTER langMatches(lang(?label), "en") } }	SELECT ?type ?label WHERE { SERVICE SILENT <http://dbpedia.org/resource/Panjgur> { <http://dbpedia.org/resource/Panjgur> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?type . } SERVICE SILENT ?type { ?type <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER langMatches(lang(?label), "en") } } 	25.0
8569	SELECT DISTINCT ?label ?concept WHERE { { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Program_analysis> } { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label } FILTER ( lang(?label) = "en" ) }	SELECT DISTINCT ?label ?concept WHERE { SERVICE SILENT <http://dbpedia.org/resource/Category:Program_analysis> { ?concept <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Program_analysis> .} SERVICE SILENT ?concept { ?concept <http://www.w3.org/2000/01/rdf-schema#label> ?label . FILTER ( lang(?label) = "en" ) } } 	23.0
8577	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/Rhys_Chatham> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	PREFIX dbpp: <http://dbpedia.org/property/> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { SERVICE SILENT <http://dbpedia.org/resource/Rhys_Chatham> { <http://dbpedia.org/resource/Rhys_Chatham> dbpo:hometown ?puri . FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) } SERVICE SILENT ?auri { ?auri dbpo:hometown ?puri . FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) ?auri rdf:type ?type . FILTER regex(str(?type), "music", "i") ?auri foaf:name ?aname . } SERVICE SILENT ?puri { ?puri rdfs:label ?pname . FILTER ( ?puri != <http://dbpedia.org/resource/United_States> ) FILTER ( lang(?pname) = "en" ) } } LIMIT 10 	3.0
